,0,1,2,3
0,0.6749415162324645,1.052863956268642,0.9828477731190205,-0.10270450427979293
1,-0.49461448068351527,-1.1183457448937713,-0.7724892479058794,-0.323878229080139
2,0.8593819303462699,0.7736222613248981,-1.811455009230831,-0.364148930157513
3,0.25087507748677573,-0.12226921449780498,1.0058830936576217,-0.8351216075592247
4,0.6129924557490539,0.8718627420048982,0.18855861248731906,-0.5943939062464705
5,-1.3451739649844006,0.001485823124161213,-0.4541389525111362,-0.6692832902094032
6,1.811084575939175,0.49821091037486803,1.1134078136484524,0.9216847564591928
7,-1.0513549613424684,-0.167218500217335,-0.3617262625111858,0.6896732253886695
8,-0.019989518473264613,0.5312595743100714,-1.4652975869388996,-0.13549178480797758
9,1.5886705635842364,0.9945033099021054,0.9557604310046529,0.7404234003093296
